Date,Open,High,Low,Close,Adj Close,Volume
2018-09-27,0.997747,1.003470,0.993784,0.997747,0.997747,18084600
2018-09-28,0.996940,1.009450,0.988285,1.000010,1.000010,14445200
2018-09-29,1.000040,1.005760,0.990617,0.998921,0.998921,12641400
2018-09-30,1.001110,1.008630,0.988652,1.002140,1.002140,24168200
2018-10-01,1.000190,1.008800,0.993398,0.997613,0.997613,10192600
2018-10-02,0.997961,1.006070,0.995453,1.004710,1.004710,3671040
2018-10-03,1.003760,1.012980,0.995236,1.004660,1.004660,2526330
2018-10-04,1.005720,1.011140,0.995924,1.004220,1.004220,3735650
2018-10-05,1.004030,1.009110,0.994087,1.002660,1.002660,11916300
2018-10-06,1.003080,1.011350,0.998741,1.003230,1.003230,12614100
2018-10-07,1.004640,1.008340,0.999669,1.005380,1.005380,12880100
2018-10-08,1.003040,1.022980,0.996648,1.021140,1.021140,14762500
2018-10-09,1.022420,1.023660,1.000740,1.005600,1.005600,12885600
2018-10-10,1.004570,1.010980,1.003650,1.005650,1.005650,4300970
2018-10-11,1.005980,1.046610,1.002350,1.011840,1.011840,52747000
2018-10-12,1.007960,1.016660,1.002110,1.013210,1.013210,31630200
2018-10-13,1.013500,1.015240,1.004200,1.009690,1.009690,16169700
2018-10-14,1.008830,1.029890,1.006750,1.018780,1.018780,25629000
2018-10-15,1.018150,1.100020,0.994573,1.024440,1.024440,26404800
2018-10-16,1.027430,1.031800,1.014060,1.016650,1.016650,18049200
2018-10-17,1.018280,1.022280,1.007580,1.010220,1.010220,16751300
2018-10-18,1.011610,1.019930,1.006480,1.009490,1.009490,20209700
2018-10-19,1.010320,1.018650,1.006230,1.011440,1.011440,17583200
2018-10-20,1.011340,1.016460,0.994787,1.007580,1.007580,10019600
2018-10-21,1.009520,1.017380,0.992407,1.010770,1.010770,14796700
2018-10-22,1.009660,1.022390,1.003310,1.006690,1.006690,19751400
2018-10-23,1.006540,1.013070,1.005110,1.011460,1.011460,19929900
2018-10-24,1.009340,1.011930,1.004270,1.011240,1.011240,15514100
2018-10-25,1.010600,1.012450,1.004920,1.010740,1.010740,21052100
2018-10-26,1.009440,1.012150,1.004270,1.007150,1.007150,18251500
2018-10-27,1.007190,1.011260,1.004790,1.005930,1.005930,26526700
2018-10-28,1.005150,1.010310,1.003250,1.006670,1.006670,20093500
