Date,Open,High,Low,Close,Adj Close,Volume
2019-07-29,0.999000,1.000016,0.998418,1.000016,1.000016,7456549
2019-07-30,0.999644,1.002791,0.993721,0.999773,0.999773,9655891
2019-07-31,0.999600,1.004822,0.995136,0.999584,0.999584,19464551
2019-08-01,1.000048,1.003980,0.996050,1.000304,1.000304,11423362
2019-08-02,1.000767,1.007768,0.994570,0.997529,0.997529,14359263
2019-08-03,0.997577,1.006822,0.995205,0.999065,0.999065,5582985
2019-08-04,0.999136,1.004698,0.989597,1.001350,1.001350,6592819
2019-08-05,1.001578,1.006558,0.995426,1.002567,1.002567,11621439
2019-08-06,1.002634,1.012256,0.987063,0.991223,0.991223,14877636
2019-08-07,0.991589,1.008866,0.987858,1.000963,1.000963,10761570
2019-08-08,1.000963,1.004417,0.990311,0.991273,0.991273,18285778
2019-08-09,0.993943,1.004114,0.990808,1.000065,1.000065,9179514
2019-08-10,1.000065,1.016949,0.990648,1.000712,1.000712,7436130
2019-08-11,0.999698,1.008141,0.992965,0.997542,0.997542,6559527
2019-08-12,0.998640,1.003790,0.996183,0.997252,0.997252,9434692
2019-08-13,0.997366,1.002967,0.992548,0.993440,0.993440,6544918
2019-08-14,0.993040,1.009658,0.986891,0.986891,0.986891,15051897
2019-08-15,0.986891,1.000030,0.984133,0.994197,0.994197,8623990
2019-08-16,0.994164,1.004112,0.982828,0.996033,0.996033,6001658
2019-08-17,0.996439,1.002448,0.984602,0.992846,0.992846,5559632
2019-08-18,0.992780,1.001225,0.984979,0.998794,0.998794,5561841
2019-08-19,0.998883,1.003484,0.991387,0.993785,0.993785,5602736
2019-08-20,0.993785,1.000558,0.987474,0.993887,0.993887,4248958
2019-08-21,0.993993,1.010813,0.984188,0.989501,0.989501,7031995
2019-08-22,0.990003,1.007318,0.986970,0.994160,0.994160,17627447
2019-08-23,0.994160,1.003011,0.981364,1.000119,1.000119,9738020
2019-08-24,1.000643,1.008550,0.971294,0.992772,0.992772,14938233
2019-08-25,0.992772,1.009218,0.973674,0.991802,0.991802,17270289
2019-08-26,0.990360,1.006850,0.983364,0.993376,0.993376,15718892
2019-08-27,0.993869,1.001419,0.982598,0.995503,0.995503,15992653
2019-08-28,0.989144,1.007587,0.978409,0.987112,0.987112,15343170
2019-08-29,0.987118,1.002855,0.962743,0.991710,0.991710,17487973
2019-08-30,0.991710,1.014630,0.970855,0.996461,0.996461,17006661
2019-08-31,0.995003,1.009573,0.986683,0.997463,0.997463,14291903
2019-09-01,0.999593,1.013172,0.980034,1.002695,1.002695,16649870
2019-09-02,0.994354,1.011770,0.977117,1.005960,1.005960,18506671
2019-09-03,0.999580,1.007123,0.988606,0.997145,0.997145,16489966
2019-09-04,0.997485,1.005022,0.988139,0.997234,0.997234,23520274
2019-09-05,0.996562,1.004750,0.985855,0.992877,0.992877,16658825
2019-09-06,0.992877,1.009616,0.982199,0.993961,0.993961,17438950
2019-09-07,0.994659,1.002625,0.986699,0.996207,0.996207,18887856
2019-09-08,0.995511,1.007245,0.990279,0.995416,0.995416,18147519
2019-09-09,0.995416,1.004290,0.986384,0.993039,0.993039,23740272
2019-09-10,0.992888,1.008765,0.990029,0.995810,0.995810,21446936
2019-09-11,0.995810,1.004506,0.985655,0.993764,0.993764,28693500
2019-09-12,0.995275,1.015242,0.961146,0.982321,0.982321,25480986
2019-09-13,0.994500,1.007210,0.972569,0.994046,0.994046,20582834
2019-09-14,0.993751,1.000807,0.987578,0.993625,0.993625,17586149
2019-09-15,0.993563,1.000644,0.991497,0.997579,0.997579,16339979
2019-09-16,0.997805,1.008334,0.977225,0.981993,0.981993,19204778
2019-09-17,0.982303,1.001510,0.973894,0.993069,0.993069,18553984
2019-09-18,0.996167,1.002511,0.980441,0.997890,0.997890,19274873
2019-09-19,0.997144,1.010208,0.981626,0.993437,0.993437,23655108
2019-09-20,0.991486,1.000227,0.981484,0.993404,0.993404,17430732
2019-09-21,0.991364,0.999447,0.975457,0.990167,0.990167,18270630
2019-09-22,0.987158,1.000249,0.967155,0.991686,0.991686,18424073
2019-09-23,0.990483,0.998143,0.974666,0.981919,0.981919,29062282
2019-09-24,0.984009,1.019091,0.965488,0.973367,0.973367,34564338
2019-09-25,0.982231,0.998765,0.953048,0.992557,0.992557,31704297
2019-09-26,0.987870,1.007814,0.970360,0.986413,0.986413,20153095
2019-09-27,0.987913,0.991580,0.969772,0.989561,0.989561,21286087
2019-09-28,0.989259,0.997575,0.975822,0.993268,0.993268,17892738
2019-09-29,0.990378,0.997898,0.976238,0.986977,0.986977,19363229
2019-09-30,0.986977,0.999890,0.972503,0.995405,0.995405,22422733
2019-10-01,0.995434,1.000267,0.979321,0.996568,0.996568,23522401
2019-10-02,0.996568,1.007685,0.980387,0.990050,0.990050,24162456
2019-10-03,0.990050,0.997210,0.977691,0.988246,0.988246,21272393
2019-10-04,0.991242,1.001873,0.969384,0.994553,0.994553,22933724
2019-10-05,0.994553,1.001188,0.981826,0.984585,0.984585,21636822
2019-10-06,0.983140,1.005581,0.976611,0.994365,0.994365,21643740
2019-10-07,0.994494,1.000898,0.971546,0.982955,0.982955,22162301
2019-10-08,0.984804,0.997033,0.969610,0.984902,0.984902,19901300
2019-10-09,0.984902,1.001651,0.969279,0.983694,0.983694,20095174
2019-10-10,0.985721,0.995784,0.969316,0.988548,0.988548,22804875
2019-10-11,0.987279,1.003168,0.973739,0.989692,0.989692,20246383
2019-10-12,0.988497,1.002729,0.972960,0.984724,0.984724,20291913
2019-10-13,0.982581,0.997469,0.962135,0.981032,0.981032,17534576
2019-10-14,0.981032,0.990920,0.957882,0.985896,0.985896,18946597
2019-10-15,0.984252,0.998401,0.957214,0.968082,0.968082,16504794
2019-10-16,0.968082,1.041079,0.955518,0.967700,0.967700,13917521
2019-10-17,0.978632,1.020102,0.926625,0.984391,0.984391,16204704
2019-10-18,0.978735,1.016893,0.941940,0.971727,0.971727,17110085
2019-10-19,0.973807,0.982859,0.934793,0.963127,0.963127,15718599
